제목,지역,분류,조회수,평점,북마크,url,주소
춘천집,건대/자양/화양,닭볶음탕/닭갈비/닭발,25512,2.9,2,https://www.siksinhot.com/P/466882, 서울특별시 광진구 아차산로33길 7
민들레홀씨,건대/자양/화양,막걸리/동동주,3181,2.9,,https://www.siksinhot.com/P/423845, 서울 광진구 동일로22길 59
고향집,광장동/구의동,한정식,56004,2.9,4,https://www.siksinhot.com/P/379330,고향집 
장인석닭한마리,세종대/군자/중곡,삼계탕/백숙/찜닭,63062,2.9,2,https://www.siksinhot.com/P/373548, 서울특별시 광진구 자양로43길 49-6 
신통치킨 건대점,건대/자양/화양,치킨/통닭,37285,2.9,5,https://www.siksinhot.com/P/371199, 서울특별시 광진구 능동로16길 42
이씨주방,광장동/구의동,한식주점,32234,2.9,4,https://www.siksinhot.com/P/366134, 서울특별시 광진구 아차산로 431 강변에스케이뷰 
디노노가리술집,건대/자양/화양,한식주점,55743,2.9,3,https://www.siksinhot.com/P/364534, 서울 광진구 아차산로25길 18
키친토,건대/자양/화양,이탈리안,31296,2.9,6,https://www.siksinhot.com/P/364545, 서울특별시 광진구 아차산로 262
미사리밀빛초계국수 건대점,건대/자양/화양,칼국수/국수,63615,2.9,5,https://www.siksinhot.com/P/364455, 서울 광진구 아차산로 312
서소문순두부보쌈,건대/자양/화양,한정식,96646,2.9,6,https://www.siksinhot.com/P/364475, 서울특별시 광진구 동일로 128
팬케익팬트리,건대/자양/화양,카페/커피숍,61549,2.9,9,https://www.siksinhot.com/P/364390, 서울특별시 광진구 뚝섬로34길 67
마우로아,성수/서울숲/뚝섬,아시아기타,46512,2.9,2,https://www.siksinhot.com/P/363743, 서울특별시 광진구 능동로 320 
쭈꾸미킹,건대/자양/화양,해물탕/해물요리,792321,2.9,21,https://www.siksinhot.com/P/358072, 서울 광진구 능동로13길 39
롬곡 ,세종대/군자/중곡,카페/커피숍,777912,2.9,12,https://www.siksinhot.com/P/319694, 서울특별시 광진구 광나루로17길 18
거보주회관,광장동/구의동,돼지갈비,632410,2.9,10,https://www.siksinhot.com/P/316276,거보주회관 
하이난 ,세종대/군자/중곡,중식,1086811,2.9,11,https://www.siksinhot.com/P/251143, 서울특별시 광진구 능동로 243-1
시원식당,건대/자양/화양,소구이/불고기,24951,2.8,1,https://www.siksinhot.com/P/630384, 서울특별시 광진구 자양번영로12길 5-5
육성회비,건대/자양/화양,육회/육사시미,31951,2.8,1,https://www.siksinhot.com/P/479865, 서울 광진구 동일로24길 19
신쵸쭈꾸미,광장동/구의동,해물탕/해물요리,2755,2.8,,https://www.siksinhot.com/P/382574,신쵸쭈꾸미 
안지랑곱창,건대/자양/화양,곱창/대창,3347,2.8,,https://www.siksinhot.com/P/379252, 서울특별시 광진구 동일로24길 82
고향양꼬치,건대/자양/화양,중식,40821,2.8,1,https://www.siksinhot.com/P/377369, 서울 광진구 동일로18길 101
영동교집,건대/자양/화양,돼지구이,35543,2.8,3,https://www.siksinhot.com/P/377192, 서울 광진구 아차산로33길 16-2
민속손국시,광장동/구의동,칼국수/국수,38384,2.8,4,https://www.siksinhot.com/P/375686, 서울특별시 광진구 아차산로 458
뚝배기바지락칼국수,건대/자양/화양,칼국수/국수,41393,2.8,3,https://www.siksinhot.com/P/372782, 서울특별시 광진구 뚝섬로 548
김부삼,건대/자양/화양,한정식,81187,2.8,7,https://www.siksinhot.com/P/372738, 서울 광진구 아차산로33길 40-1
왕대박,건대/자양/화양,한식주점,4662,2.8,,https://www.siksinhot.com/P/370502, 서울특별시 광진구 동일로22길 81
한모네순대국,광장동/구의동,순댓국/순대,46477,2.8,7,https://www.siksinhot.com/P/367998, 서울특별시 광진구 자양로18길 56
생활맥주 건대역점,건대/자양/화양,맥주/호프,66721,2.8,1,https://www.siksinhot.com/P/367271, 서울특별시 광진구 동일로22길 65
집앞,세종대/군자/중곡,한식주점,47007,2.8,7,https://www.siksinhot.com/P/366840, 서울특별시 광진구 긴고랑로14길 27
용두삼겹살쭈꾸미,세종대/군자/중곡,돼지구이,53044,2.8,4,https://www.siksinhot.com/P/366439,용두삼겹살쭈꾸미 
그랜드 워커힐 서울 캠핑인더시티,광장동/구의동,티하우스,70170,2.8,0,https://www.siksinhot.com/P/366176, 서울특별시 광진구 워커힐로 177 그랜드 워커힐 서울 캠핑 인 더 시티
그랜드 워커힐 서울 더델리,광장동/구의동,베이커리/제과점,42202,2.8,2,https://www.siksinhot.com/P/366177, 서울특별시 광진구 워커힐로 177
화원,건대/자양/화양,중식,73054,2.8,4,https://www.siksinhot.com/P/364544, 서울특별시 광진구 능동로16길 56-6
그남자의덮밥,건대/자양/화양,일식덮밥,585313,2.8,13,https://www.siksinhot.com/P/364449, 서울특별시 광진구 능동로 18
백옥양꼬치,건대/자양/화양,중식,38221,2.8,1,https://www.siksinhot.com/P/364504, 서울특별시 광진구 뚝섬로23길 97
사돈(건대점),건대/자양/화양,한정식,31462,2.8,2,https://www.siksinhot.com/P/364402, 서울특별시 광진구 동일로20길 100
궤도에오르다,건대/자양/화양,아시아기타,562711,2.8,11,https://www.siksinhot.com/P/364416, 서울 광진구 광나루로 416
평창 닭다리살 불고기,건대/자양/화양,닭볶음탕/닭갈비/닭발,3730,2.7,,https://www.siksinhot.com/P/630373, 서울특별시 광진구 뚝섬로 631
낙원스낵,건대/자양/화양,피자,37921,2.7,1,https://www.siksinhot.com/P/630210, 서울특별시 광진구 동일로22길 55
진육식당,건대/자양/화양,돼지구이,2130,2.7,,https://www.siksinhot.com/P/482888, 서울 광진구 능동로 18
중경소면관,건대/자양/화양,중식,37862,2.7,2,https://www.siksinhot.com/P/480522, 서울특별시 광진구 아차산로30길 42 
싱글하우스 ,건대/자양/화양,다이닝바,1874,2.7,,https://www.siksinhot.com/P/480349, 서울 광진구 아차산로26길 19
안동참찜닭,건대/자양/화양,삼계탕/백숙/찜닭,41163,2.7,3,https://www.siksinhot.com/P/466853, 서울 광진구 동일로20길 117
스위트앤카츠,세종대/군자/중곡,경양식/돈가스,5998,2.7,,https://www.siksinhot.com/P/442711, 서울 광진구 광나루로17길 14
심마니유황오리,세종대/군자/중곡,오리고기,30111,2.7,1,https://www.siksinhot.com/P/382749,심마니유황오리 
꼼주,건대/자양/화양,해물탕/해물요리,34191,2.7,1,https://www.siksinhot.com/P/382575, 서울특별시 광진구 아차산로29길 44
자양감자탕,건대/자양/화양,감자탕,57004,2.7,4,https://www.siksinhot.com/P/375241, 서울특별시 광진구 아차산로 309
콩예원,광장동/구의동,전골,70134,2.7,4,https://www.siksinhot.com/P/373462, 서울특별시 광진구 아차산로78길 75
고기굽는놈,건대/자양/화양,소구이/불고기,41295,2.7,5,https://www.siksinhot.com/P/372741, 서울특별시 광진구 아차산로31길 8 
바른면집,건대/자양/화양,이탈리안,38091,2.7,1,https://www.siksinhot.com/P/372744, 서울 광진구 능동로13길 28
이자와 건대점,건대/자양/화양,일식,41065,2.7,5,https://www.siksinhot.com/P/372460, 서울 광진구 동일로20길 65
무등산 닭한마리,건대/자양/화양,닭볶음탕/닭갈비/닭발,64581,2.7,1,https://www.siksinhot.com/P/370635, 서울특별시 광진구 아차산로31길 6
수현민물장어 ,건대/자양/화양,장어/꼼장어,58493,2.7,3,https://www.siksinhot.com/P/366259, 서울특별시 광진구 능동로4길 33
은호초밥,건대/자양/화양,초밥,45162,2.7,2,https://www.siksinhot.com/P/364472, 서울특별시 광진구 동일로20길 83
중독족발,건대/자양/화양,족발/보쌈,42123,2.7,3,https://www.siksinhot.com/P/364513, 서울특별시 광진구 아차산로29길 47
투고샐러드,건대/자양/화양,아시아기타,87432,2.7,2,https://www.siksinhot.com/P/364410, 서울특별시 광진구 광나루로24길 9 
카페허밍,세종대/군자/중곡,카페/커피숍,21981,2.6,1,https://www.siksinhot.com/P/466979, 서울특별시 광진구 천호대로129길 75 
252샤브앤누들,광장동/구의동,샤브샤브,27901,2.6,1,https://www.siksinhot.com/P/379331,252샤브앤누들 
동경규동,건대/자양/화양,우동/소바,60792,2.6,2,https://www.siksinhot.com/P/377769, 서울특별시 광진구 아차산로 238
땡초포차,건대/자양/화양,우동/소바,26241,2.6,1,https://www.siksinhot.com/P/375175, 서울 광진구 동일로24길 63
정일품삼계탕,건대/자양/화양,삼계탕/백숙/찜닭,48102,2.6,2,https://www.siksinhot.com/P/373519, 서울특별시 광진구 아차산로 358
예담밥상 건대본점,건대/자양/화양,한정식,1222822,2.6,22,https://www.siksinhot.com/P/319677, 서울 광진구 동일로22길 13
옛집,광장동/구의동,전골,37519,2.5,9,https://www.siksinhot.com/P/401684, 서울특별시 광진구 아차산로76가길 18
뽀빠이기사식당,세종대/군자/중곡,한정식,49401,2.5,1,https://www.siksinhot.com/P/375275, 서울특별시 광진구 긴고랑로 17-1
건대아찌떡볶이,건대/자양/화양,떡볶이/라면/분식,2638812,2.4,12,https://www.siksinhot.com/P/364444, 서울특별시 광진구 아차산로29길 53
황제참치,건대/자양/화양,회/횟집/참치,89109,2.3,9,https://www.siksinhot.com/P/5311, 서울 광진구 동일로22길 68
구의 도치피자,광장동/구의동,피자,53763,1.9,3,https://www.siksinhot.com/P/872367, 서울특별시 광진구 아차산로62길 14-4
카페모지트,세종대/군자/중곡,카페/커피숍,851818,1.9,18,https://www.siksinhot.com/P/337530, 서울특별시 광진구 능동로 302 3층
함포비빔밥,건대/자양/화양,한정식,37702,1.8,2,https://www.siksinhot.com/P/479561, 서울 광진구 아차산로 262
탄뽀뽀,광장동/구의동,일식,31732,1.8,2,https://www.siksinhot.com/P/372486,탄뽀뽀 
어테이블,건대/자양/화양,한정식,48733,1.6,3,https://www.siksinhot.com/P/371054, 서울특별시 광진구 능동로4길 51
우물집 구의점,광장동/구의동,전골,104,평가중,,https://www.siksinhot.com/P/1547446, 2층
좁은식당,건대/자양/화양,경양식/돈가스,1467,평가중,,https://www.siksinhot.com/P/1547138, 서울특별시 광진구 능동로 18 이튼타워리버3차 
더페퍼콘,광장동/구의동,유러피안,189,평가중,,https://www.siksinhot.com/P/1545137, 서울특별시 광진구 자양로22길 44 오성하우스  1층 3호
무애,건대/자양/화양,유러피안,77,평가중,,https://www.siksinhot.com/P/1545138, 서울특별시 광진구 뚝섬로26길 5 1층
꿉찌,광장동/구의동,돼지구이,216,평가중,,https://www.siksinhot.com/P/1545139, 서울특별시 광진구 구의로 36 1층
서울낙업,건대/자양/화양,일식,126,평가중,,https://www.siksinhot.com/P/1545107, 서울특별시 광진구 동일로22길 117-23 지하1층
리파인 건대점,건대/자양/화양,한식주점,188,평가중,,https://www.siksinhot.com/P/1545110, 서울특별시 광진구 능동로13길 36 2층
어치브,건대/자양/화양,한식주점,118,평가중,,https://www.siksinhot.com/P/1545111, 서울특별시 광진구 능동로 23-14 자양동 59-24  1층 Achieve
버블리,건대/자양/화양,와인,99,평가중,,https://www.siksinhot.com/P/1545114, 서울특별시 광진구 자양번영로 69  5층
헤이안,세종대/군자/중곡,이자까야,123,평가중,,https://www.siksinhot.com/P/1545120, 서울특별시 광진구 군자로 175-2 1층 헤이안
부오이 서울,건대/자양/화양,이탈리안,68,평가중,,https://www.siksinhot.com/P/1545121, 서울특별시 광진구 뚝섬로22길 39  1층 2호
야키니쿠 연못,세종대/군자/중곡,일식,436,평가중,,https://www.siksinhot.com/P/1545122, 서울특별시 광진구 긴고랑로13길 5 1층
아차,광장동/구의동,한식주점,235,평가중,,https://www.siksinhot.com/P/1545126, 2층
트립티 뚝섬유원지자벌레점,건대/자양/화양,카페/커피숍,1479,평가중,,https://www.siksinhot.com/P/1541975, 서울특별시 광진구 강변북로 2202 뚝섬전망복합문화시설 
연못,세종대/군자/중곡,이자까야,220,평가중,,https://www.siksinhot.com/P/1541879, 서울특별시 광진구 긴고랑로13길 5 1층
코렌초하우스,건대/자양/화양,와인,264,평가중,,https://www.siksinhot.com/P/1541563, 서울특별시 광진구 아차산로31길 20 지하 1층
요릿집요기,세종대/군자/중곡,무국적 주점,287,평가중,,https://www.siksinhot.com/P/1541568, 서울특별시 광진구 능동로 315 DM빌딩 2층
바인,건대/자양/화양,와인,2172,평가중,2,https://www.siksinhot.com/P/1541503, 서울특별시 광진구 아차산로29길 22 지하1층
라뮤즈,세종대/군자/중곡,와인,293,평가중,,https://www.siksinhot.com/P/1541507, 서울특별시 광진구 능동로 237 1층
아이디티티,세종대/군자/중곡,와인,377,평가중,,https://www.siksinhot.com/P/1541321, 서울특별시 광진구 능동로37길 29 
빛의 라운지 카페,광장동/구의동,카페/커피숍,2320,평가중,,https://www.siksinhot.com/P/1463490, 서울특별시 광진구 워커힐로 177 워커힐호텔 
오우,건대/자양/화양,다이닝바,391,평가중,,https://www.siksinhot.com/P/1463473, 서울특별시 광진구 동일로24길 48 
꿈꾸는별포차,건대/자양/화양,한식주점,769,평가중,,https://www.siksinhot.com/P/1463474, 서울특별시 광진구 아차산로33길 32 
정글포차,건대/자양/화양,포장마차,353,평가중,,https://www.siksinhot.com/P/1463475, 서울특별시 광진구 동일로22길 42 
냉삼식당 구의점,광장동/구의동,돼지구이,1708,평가중,,https://www.siksinhot.com/P/1463478, 서울특별시 광진구 아차산로51길 49 
비스트로 엘,건대/자양/화양,세계기타,137,평가중,,https://www.siksinhot.com/P/1486131, 서울특별시 광진구 능동로 69 1층144호
한토리,광장동/구의동,이자까야,132,평가중,,https://www.siksinhot.com/P/1514260, 서울특별시 광진구 자양로18길 77 1층 한토리
뉴웨이브서울,건대/자양/화양,와인,644,평가중,,https://www.siksinhot.com/P/1523043, 서울특별시 광진구 아차산로33길 28-10
이우,건대/자양/화양,중식,172,평가중,,https://www.siksinhot.com/P/1525686, 서울특별시 광진구 아차산로33길 49 2층
맏뜻,광장동/구의동,한정식,802,평가중,,https://www.siksinhot.com/P/1480782, 서울특별시 광진구 아차산로 387-5 1층
태태삼겹,건대/자양/화양,돼지구이,1049,평가중,,https://www.siksinhot.com/P/1455860, 서울특별시 광진구 능동로 69 자양 호반써밋 
에스프레소바 투또톤토,건대/자양/화양,카페/커피숍,870,평가중,,https://www.siksinhot.com/P/1449239, 서울특별시 광진구 능동로 125 
청춘등판,건대/자양/화양,갈비찜,11671,평가중,1,https://www.siksinhot.com/P/1317136, 서울특별시 광진구 동일로22길 34
캑터스493,세종대/군자/중곡,와인,382,평가중,,https://www.siksinhot.com/P/1432790, 서울특별시 광진구 면목로 24 1층
도르리,세종대/군자/중곡,한식주점,217,평가중,,https://www.siksinhot.com/P/1443837, 서울특별시 광진구 천호대로109길 7 1층 101호
안식,광장동/구의동,와인,103,평가중,,https://www.siksinhot.com/P/1437107, 서울특별시 광진구 구의로 32-1 1층 (원목집)
화양리정육식당,세종대/군자/중곡,고기기타,747,평가중,,https://www.siksinhot.com/P/1439188, 서울특별시 광진구 군자로 65 1층
올리브집,세종대/군자/중곡,피자,213,평가중,,https://www.siksinhot.com/P/1440262, 삼원상회 뒤편
오마카세 오사이초밥 건대본점,건대/자양/화양,일식,481,평가중,,https://www.siksinhot.com/P/1442483, 서울특별시 광진구 군자로 14 1층
팔도돼지곱창 군자점,세종대/군자/중곡,곱창/대창,733,평가중,,https://www.siksinhot.com/P/1396132, 서울특별시 광진구 능동로36길 8
갈비집 본,건대/자양/화양,돼지구이,428,평가중,,https://www.siksinhot.com/P/1407403, 서울특별시 광진구 아차산로31길 23
피플한정식,세종대/군자/중곡,한정식,910,평가중,,https://www.siksinhot.com/P/1331835, 서울특별시 광진구 천호대로102길 9
카페드노보,광장동/구의동,브런치,1345,평가중,,https://www.siksinhot.com/P/1350242, 서울특별시 광진구 아차산로78길 157
청와옥 군자역직영점,세종대/군자/중곡,순댓국/순대,1669,평가중,,https://www.siksinhot.com/P/1347217, 서울특별시 광진구 천호대로 562
엠케이갤러리스튜디오,건대/자양/화양,와인,125,평가중,,https://www.siksinhot.com/P/1345273, 서울특별시 광진구 군자로 41
리하이,건대/자양/화양,다이닝바,494,평가중,,https://www.siksinhot.com/P/1317053, 서울특별시 광진구 동일로24길 96 
새너울,세종대/군자/중곡,다이닝바,373,평가중,,https://www.siksinhot.com/P/1317054, 서울특별시 광진구 능동로 315 DM빌딩 
함루 건대점,건대/자양/화양,일식,1961,평가중,,https://www.siksinhot.com/P/1303963, 서울특별시 광진구 능동로 90 더 클래식 500
키야기,세종대/군자/중곡,한정식,8651,평가중,1,https://www.siksinhot.com/P/1300943, 서울특별시 광진구 능동로 342-1
우리할매떡볶이 건대점,건대/자양/화양,떡볶이/라면/분식,17131,평가중,1,https://www.siksinhot.com/P/1295535, 서울특별시 광진구 아차산로29길 28
8빵,세종대/군자/중곡,베이커리/제과점,685,평가중,,https://www.siksinhot.com/P/1292875, 서울특별시 광진구 능동로32길 51 
bcoffee,건대/자양/화양,카페/커피숍,558,평가중,,https://www.siksinhot.com/P/1283058, 서울특별시 광진구 자양로 115 
오트란,세종대/군자/중곡,와인,267,평가중,,https://www.siksinhot.com/P/1279723, 서울특별시 광진구 자양로37길 12 1층 101호 오트란
디도 재즈 라운지,광장동/구의동,유러피안,1354,평가중,,https://www.siksinhot.com/P/1279846, 서울특별시 광진구 자양로18길 56
심야식당 하리,건대/자양/화양,이자까야,635,평가중,,https://www.siksinhot.com/P/1280646, 서울특별시 광진구 동일로22길 52 지하1층
플록,건대/자양/화양,프렌치,1273,평가중,,https://www.siksinhot.com/P/1271366, 서울특별시 광진구 자양로19길 8 
블룸벨벳,건대/자양/화양,베이커리/제과점,907,평가중,,https://www.siksinhot.com/P/1271344, 서울특별시 광진구 뚝섬로 672
라라주방,건대/자양/화양,와인,1229,평가중,,https://www.siksinhot.com/P/1271189, 서울특별시 광진구 아차산로29길 28-3 
한식당,건대/자양/화양,한정식,4573,평가중,,https://www.siksinhot.com/P/1271192, 서울특별시 광진구 동일로24길 29 
파고커피,건대/자양/화양,카페/커피숍,571,평가중,,https://www.siksinhot.com/P/1271113, 서울특별시 광진구 능동로16길 54
PFAD,건대/자양/화양,카페/커피숍,676,평가중,,https://www.siksinhot.com/P/1270392, 서울특별시 광진구 뚝섬로22가길 60 
푸쉬커피,세종대/군자/중곡,카페/커피숍,7301,평가중,1,https://www.siksinhot.com/P/1270154, 서울특별시 광진구 자양로45길 24-3
반티엔야오 카오위 건대점,건대/자양/화양,중식,1538,평가중,,https://www.siksinhot.com/P/1270121, 서울특별시 광진구 동일로20길 106
페어이너프,건대/자양/화양,와인,16731,평가중,1,https://www.siksinhot.com/P/1270105, 서울특별시 광진구 뚝섬로 613-1 
쿠키빠,건대/자양/화양,베이커리/제과점,3432,평가중,,https://www.siksinhot.com/P/1269942, 서울특별시 광진구 뚝섬로30가길 9
원즈커피,광장동/구의동,티하우스,923,평가중,,https://www.siksinhot.com/P/1269820, 서울특별시 광진구 자양로30길 18 
페페,건대/자양/화양,카페/커피숍,1245,평가중,,https://www.siksinhot.com/P/1269591, 서울특별시 광진구 뚝섬로 628 
고래포차,건대/자양/화양,포장마차,750,평가중,,https://www.siksinhot.com/P/1269537, 서울특별시 광진구 뚝섬로51길 38 
곳간카페 ,건대/자양/화양,카페/커피숍,1529,평가중,,https://www.siksinhot.com/P/1268757, 서울특별시 광진구 능동로 18 
고망고 ,건대/자양/화양,카페/커피숍,3798,평가중,,https://www.siksinhot.com/P/1258945, 서울특별시 광진구 아차산로30길 8 
비니밥,건대/자양/화양,김밥,3745,평가중,,https://www.siksinhot.com/P/1255230, 서울특별시 광진구 능동로1길 15 한강우성아파트 
컨딩커피,건대/자양/화양,카페/커피숍,873,평가중,,https://www.siksinhot.com/P/1255231, 서울특별시 광진구 아차산로21길 64 
ffanci,세종대/군자/중곡,카페/커피숍,1906,평가중,,https://www.siksinhot.com/P/1253823, 서울특별시 광진구 동일로 411 
진짜통등갈비,건대/자양/화양,돼지갈비,1584,평가중,,https://www.siksinhot.com/P/1245268, 서울특별시 광진구 능동로3라길 11 
위끄니끄,건대/자양/화양,와인,2986,평가중,,https://www.siksinhot.com/P/1244537, 서울특별시 광진구 능동로 31 세영치과의원 
피읖,세종대/군자/중곡,한식주점,33111,평가중,1,https://www.siksinhot.com/P/1241432, 서울특별시 광진구 능동로 327-1
드리탄커피,광장동/구의동,티하우스,1118,평가중,,https://www.siksinhot.com/P/1240730, 서울특별시 광진구 자양로34길 17-3
자양돼지산업,건대/자양/화양,돼지구이,759,평가중,,https://www.siksinhot.com/P/1231441, 서울특별시 광진구 자양로13길 87-1
인서트카페,건대/자양/화양,카페/커피숍,1535,평가중,,https://www.siksinhot.com/P/1226160, 서울특별시 광진구 군자로7길 25 
자양다방,건대/자양/화양,카페/커피숍,33281,평가중,1,https://www.siksinhot.com/P/1225589, 서울특별시 광진구 자양로15길 100 
열매제과점,건대/자양/화양,카페/커피숍,19561,평가중,1,https://www.siksinhot.com/P/1216791, 서울특별시 광진구 동일로24길 31 
용마왕십리왕곱창,세종대/군자/중곡,곱창/대창,1142,평가중,,https://www.siksinhot.com/P/1212548, 서울특별시 광진구 긴고랑로 31 
찌마기 구의점,광장동/구의동,씨푸드,2804,평가중,,https://www.siksinhot.com/P/1207357, 서울특별시 광진구 구의로 17
보라젤라또,건대/자양/화양,아이스크림,1899,평가중,,https://www.siksinhot.com/P/1204231, 서울특별시 광진구 동일로24길 59
건대고기 본점,건대/자양/화양,돼지구이,1691,평가중,,https://www.siksinhot.com/P/1204069, 서울특별시 광진구 동일로18길 107 
쉐프의콜렉션,광장동/구의동,씨푸드,976,평가중,,https://www.siksinhot.com/P/1196207, 서울특별시 광진구 자양로18길 72 1층 쉐프의콜렉션
그자체 베이커리카페 2호점,건대/자양/화양,베이커리/제과점,2627,평가중,,https://www.siksinhot.com/P/1194351, 서울특별시 광진구 능동로13길 65 
라멘다이야,건대/자양/화양,라멘,1165,평가중,,https://www.siksinhot.com/P/1194094, 서울특별시 광진구 자양번영로6길 67
Six Degrees Coffee,건대/자양/화양,카페/커피숍,533,평가중,,https://www.siksinhot.com/P/1194201, 서울특별시 광진구 동일로2길 38 
송빠,건대/자양/화양,한식주점,558,평가중,,https://www.siksinhot.com/P/1184263, 서울특별시 광진구 능동로 139 3층 송빠
slof,세종대/군자/중곡,카페/커피숍,1110,평가중,,https://www.siksinhot.com/P/1184781, 서울특별시 광진구 능동로43길 12 
카페 모모이,건대/자양/화양,카페/커피숍,1613,평가중,,https://www.siksinhot.com/P/1163588, 서울특별시 광진구 자양로5길 30
나만의프랑스,세종대/군자/중곡,프렌치,759,평가중,,https://www.siksinhot.com/P/1162417, 서울특별시 광진구 광나루로 361
악당,건대/자양/화양,한식주점,295,평가중,,https://www.siksinhot.com/P/1159799, 서울특별시 광진구 동일로24길 23 
개화정,건대/자양/화양,한식주점,931,평가중,,https://www.siksinhot.com/P/1157599, 서울특별시 광진구 동일로22길 48 
미식반점,세종대/군자/중곡,훠궈/마라탕,1649,평가중,,https://www.siksinhot.com/P/1146470, 서울특별시 광진구 군자로 70 
아오스요거트,건대/자양/화양,카페/커피숍,44051,평가중,1,https://www.siksinhot.com/P/1144047, 서울특별시 광진구 능동로 153 
보라보라롱,건대/자양/화양,베이커리/제과점,1384,평가중,,https://www.siksinhot.com/P/1137152, 서울특별시 광진구 자양로13가길 8 
대흥양다리바베큐 건대점,건대/자양/화양,중식,1120,평가중,,https://www.siksinhot.com/P/1135962, 서울특별시 광진구 아차산로30길 39 
반둥식당,건대/자양/화양,인도네시아,1908,평가중,,https://www.siksinhot.com/P/1136043, 서울특별시 광진구 아차산로 200 
노유,건대/자양/화양,와인,2521,평가중,,https://www.siksinhot.com/P/1133983, 서울특별시 광진구 뚝섬로24길 16 
능동샐러드,건대/자양/화양,아시아기타,44675,평가중,5,https://www.siksinhot.com/P/1132966, 서울특별시 광진구 능동로13길 10-7
부침개가사람잡네,건대/자양/화양,막걸리/동동주,45402,평가중,2,https://www.siksinhot.com/P/1125689, 서울특별시 광진구 동일로30길 47 
스테이어와일,광장동/구의동,카페/커피숍,1237,평가중,,https://www.siksinhot.com/P/1120356, 서울특별시 광진구 광나루로37길 24
미주류,세종대/군자/중곡,한식주점,44722,평가중,2,https://www.siksinhot.com/P/1116506, 서울특별시 광진구 면목로 31 
옛고을장터식당,세종대/군자/중곡,한정식,2584,평가중,,https://www.siksinhot.com/P/1116627, 서울특별시 광진구 긴고랑로 31 봉화약국 
텐동한,세종대/군자/중곡,일식덮밥,38482,평가중,2,https://www.siksinhot.com/P/1117148, 서울특별시 광진구 능동로38길 32 
강릉엄지네꼬막집,광장동/구의동,해물탕/해물요리,2713,평가중,,https://www.siksinhot.com/P/1110982, 서울특별시 광진구 아차산로 375
만경상회 건대본점,건대/자양/화양,족발/보쌈,2082,평가중,,https://www.siksinhot.com/P/1111037, 서울특별시 광진구 동일로22길 40
육광 본점,건대/자양/화양,돼지구이,9150,평가중,0,https://www.siksinhot.com/P/1106506, 서울특별시 광진구 아차산로 348
송화산시도삭면 2호점,건대/자양/화양,중식,1161,평가중,,https://www.siksinhot.com/P/1103882, 서울특별시 광진구 아차산로30길 33
당산오돌 구의역점,광장동/구의동,돼지갈비,1427,평가중,,https://www.siksinhot.com/P/1103681, 서울특별시 광진구 자양로18길 12 
월하식당,건대/자양/화양,중식,1185,평가중,,https://www.siksinhot.com/P/1102452, 서울특별시 광진구 뚝섬로 651 
브네,세종대/군자/중곡,유러피안,483,평가중,,https://www.siksinhot.com/P/1102615, 서울특별시 광진구 군자로 70 106호 VENEZ 브네;오다
컬렉팅 더 모먼츠,건대/자양/화양,베이커리/제과점,1011,평가중,,https://www.siksinhot.com/P/1102768, 서울특별시 광진구 뚝섬로52라길 56-1
제일족발곱창,세종대/군자/중곡,족발/보쌈,1961,평가중,,https://www.siksinhot.com/P/1092390, 서울특별시 광진구 긴고랑로9길 25
옹심이메밀칼국수,세종대/군자/중곡,칼국수/국수,2823,평가중,,https://www.siksinhot.com/P/1092076, 서울특별시 광진구 긴고랑로9길 34
케루악,건대/자양/화양,카레,6841,평가중,1,https://www.siksinhot.com/P/1091147, 서울특별시 광진구 뚝섬로52마길 21 
애드앤드,건대/자양/화양,카페/커피숍,2905,평가중,,https://www.siksinhot.com/P/1085347, 서울특별시 광진구 광나루로26길 28 
사거리매운양푼등갈비찜 본점,세종대/군자/중곡,한식기타,40182,평가중,2,https://www.siksinhot.com/P/1078614, 서울특별시 광진구 긴고랑로 30 우일빌딩 
도톰,세종대/군자/중곡,돼지구이,2634,평가중,,https://www.siksinhot.com/P/1077473, 서울 광진구 능동로 386
소문난만두,건대/자양/화양,떡볶이/라면/분식,3129,평가중,,https://www.siksinhot.com/P/1077197, 서울특별시 광진구 자양로13길 59 
궁중아구해물찜 자양본점,건대/자양/화양,해물탕/해물요리,1699,평가중,,https://www.siksinhot.com/P/1073645, 서울 광진구 자양번영로 12
블레이크커피,세종대/군자/중곡,카페/커피숍,4149,평가중,,https://www.siksinhot.com/P/1075303, 서울특별시 광진구 천호대로124길 20
타논55,광장동/구의동,태국,19161,평가중,1,https://www.siksinhot.com/P/1063556, 서울특별시 광진구 아차산로 480
서울등심,광장동/구의동,소구이/불고기,760,평가중,,https://www.siksinhot.com/P/1058524, 서울특별시 광진구 아차산로 431 강변SK뷰 102동 B101호
훈메이드,광장동/구의동,이탈리안,1146,평가중,,https://www.siksinhot.com/P/1048918, 서울특별시 광진구 구의강변로5길 17
데이오프 dayoff,건대/자양/화양,카페/커피숍,600,평가중,,https://www.siksinhot.com/P/1050251, 서울특별시 광진구 동일로4길 43 
도단집,건대/자양/화양,돼지구이,7851,평가중,1,https://www.siksinhot.com/P/1050519, 서울특별시 광진구 동일로24길 60 
어나더쏭,세종대/군자/중곡,카페/커피숍,2743,평가중,,https://www.siksinhot.com/P/1051293, 서울특별시 광진구 긴고랑로30길 10 
